Column,reference,text,name,normalized,cluster_key_collision,cluster_levenshtein,cluster_levenshtein_radius2,cluster_levenshtein_block5
691,239:005, m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
692,239:016, m.LUGALru, m.LUGALru, m.LUGALru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
693,241:001, a-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
694,241:003, um-ma m.ru-uc-ma-an-ia, m.ru-uc-ma-an-ia, m.ru-uc-ma-an-ia, m.ru-uc-ma-an-ia, m.ru-uc-ma-an-ia, m.ru-uc-ma-an-ia, m.ru-uc-ma-an-ia
695,242:001, a-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
696,242:003, um-ma m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya
697,243:003, um-ma m.bi-ri-di[-ya], m.bi-ri-di[-ya], m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya
698,244:003, um-ma m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya
699,244:011, i-te9-pu-u$-mì m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
700,244:017, i$-tu pa-ni m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
701,244:029, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
702,244:038, m.la-ab-a-ya $um-ma-mì, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
703,244:041,      m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
704,245:006, m.la-ab-a-ia ù TIL.LA-nu-um-ma \ ha-ia-ma, m.la-ab-a-ia, m.la-ab-a-ia, m.la-ab-a-ia, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
705,245:012, it-ti m.ya-a$-da-ta, m.ya-a$-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta
706,245:015, ù al-lu-ú-mì m.ya-a$-da-ta, m.ya-a$-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta
707,245:024, ù m.sú-ra-t[a], m.sú-ra-t[a], m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta
708,245:025, yi-il5-qé-mì m.la-[ab-a-ia], m.la-[ab-a-ia], m.la-ab-a-ia, m.la-ab-a-ia, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
709,245:031, m.sú-ra-ta ù yu-ta-$ar-$u, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta
710,245:033, a-na É-$u ù m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta
711,245:041, ù m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta
712,245:043, m.la-ab-a-ia ù m.sú-ra-ta, m.la-ab-a-ia, m.la-ab-a-ia, m.la-ab-a-ia, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
713,245:043, m.la-ab-a-ia ù m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta
714,245:044, yu-ta-$ir9-mì m.d.IßKUR(ba@lu)-me-her, m.d.IßKUR, m.d.IŠKUR, m.d.IŠKUR, m.d.IŠKUR, m.d.IŠKUR, m.d.IŠKUR
715,246:003, [u]m-ma m.bi-ri-di-d.ya, m.bi-ri-di-d.ya, m.bi-ri-di-d.ya, m.bi-ri-di-d.ya, m.bi-ri-di-d.ya, m.bi-ri-di-ya, m.bi-ri-di-ya
716,246:R06, m.la-ab-a-ya ti7-id-[di]n-na, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
717,248:001, [a-na ]m.LUGAL-ri EN-ia, ]m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
718,248:003, qí-bí-ma um-ma m.ya-a[$-d]a-ta, m.ya-a[$-d]a-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta, m.ya-aš-da-ta
719,248:019, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya, m.bi-ri-di-ya
720,249:001, [a-na] m.LUGAL-ri be-l[í-ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
721,249:002, [qí-b]i-ma um-ma m.d.I[M/ba@l[u.UR.SAG], m.d.I[M, m.d.IM, m.d.IM, m.d.IM, m.d.IM, m.d.IM
722,249:005, ù lí-di i-nu-ma te-la-ku-na _ _ ia-tú/L[Ú.MEß-i]a UD?/ala:ku m.mi[-ìl-ki-lí], m.mi[-ìl-ki-lí], m.mi-ìl-ki-lí, m.mi-ìl-ki-lí, m.mi-ìl-ki-lí, m.mi-ìl-ki-lí, m.mi-ìl-ki-lí
723,249:006, mi-na ip-$a-ti7 a-na m.mi-ìl-ki-lí, m.mi-ìl-ki-lí, m.mi-ìl-ki-lí, m.mi-ìl-ki-lí, m.mi-ìl-ki-lí, m.mi-ìl-ki-lí, m.mi-ìl-ki-lí
724,249:008, UGU ÌR.MEß-$u a-na m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi
725,249:016, [_ _ -t]ú-mi m.mil-ki-lu, m.mil-ki-lu, m.mil-ki-lu, m.mil-ki-lu, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
726,249:017, [ù m.la-a]b-a-ya ù, m.la-a]b-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
727,249:020, [LUGAL be-lí-ia m.ia-an-ha]-m[e], m.ia-an-ha]-m[e], m.ia-an-ha-me, m.ia-an-ha-me, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
728,249:029, [i]-d[i m.la-ab-a-ya ]ù, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
729,249:030, m.m[i]l[-ki-lu       ], m.m[i]l[-ki-lu, m.mil-ki-lu, m.mil-ki-lu, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
730,250:001, [a-n]a m.LUGAL EN-ia qí-bí-ma, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
731,250:002, um-ma m.d.IM-UR.SAG ÌR-ka-ma, m.d.IM-UR.SAG, m.d.IM-UR.SAG, m.d.IM-UR.SAG, m.d.IM-UR.SAG, m.d.IM-UR.SAG, m.d.IM-UR.SAG
732,250:006, 2 DUMU m.la-ab-a[-y]a pa-ni-$u-ni, m.la-ab-a[-y]a, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
733,250:014, $a la-qí-mi m.la-ab-a-ya LÚ a-bu-nu, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
734,250:024, 1-en LÚ.MEß GAL-$u a-na m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
735,250:032, [$u?-r]i-[b]a m.mil-ki-lì, m.mil-ki-lì, m.mil-ki-lì, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
736,250:036, m.mi[l-ki]-l[ì] a-na [ -$u-r]i-ib 2 DUMU la-ab-a-ya, m.mi[l-ki]-l[ì], m.mil-ki-lì, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
737,250:039, $a hu(!)-lí-[i]q m.mi[l-k]i-lum(!) ù m.la-ab-a-y[a], m.mi[l-k]i-lum, m.mil-ki-lum, m.mil-ki-lum, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
738,250:039, $a hu(!)-lí-[i]q m.mi[l-k]i-lum(!) ù m.la-ab-a-y[a], m.la-ab-a-y[a], m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
739,250:054, m.mil-ki-lì i$-t[u4 ]mu-hi 2 DUMU la-ab-a-y[a], m.mil-ki-lì, m.mil-ki-lì, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
740,250:056, KUR LUGAL EN-ia yu-ba-á@-ú m.m[i]l-[k]i-l[í], m.m[i]l-[k]i-l[í], m.mil-ki-lí, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
741,252:001, a-na m.LUGAL-ma bi-lí-ia, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ri, m.LUGAL-ri
742,252:003, um-ma m.la-ab-a-ya ÌR-ka, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
743,252:015, i-na pa-ni m.LUGAL-ma be-lí-ia, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ri, m.LUGAL-ri
744,253:001, [a-na m.LUG]AL-r[i  EN-ia ]ù, m.LUG]AL-r[i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
745,253:002, [d.UTU-]ia um-ma [m.la-]ab -a-ya, [m.la-]ab, m.la-ab, m.la-ab, m.la-ab, m.la-ab, m.la-ab
746,254:027, m.mil-ki-lì a-yí-ka-am, m.mil-ki-lì, m.mil-ki-lì, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
747,254:029, m.mil-ki-li UGU-ia, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
748,254:031, a-na m.DUMU.MU-ia $a-pár LUGAL-ru, m.DUMU.MU-ia, m.DUMU.MU-ia, m.DUMU.MU-ia, m.DUMU.MU-ia, m.DUMU.MU-ia, m.DUMU.MU-ia
749,254:033, m.DUMU.MU-ia it-ti, m.DUMU.MU-ia, m.DUMU.MU-ia, m.DUMU.MU-ia, m.DUMU.MU-ia, m.DUMU.MU-ia, m.DUMU.MU-ia
750,254:037, i-na ßU m.ad-da[i]a, m.ad-da[i]a, m.ad-daia, m.ad-da-ia, m.ad-da-ia, m.ad-da-ia, m.ad-da-ia
751,255:003, um-ma m.mu-ut-ba-á@-l[u4], m.mu-ut-ba-á, m.mu-ut-ba-á, m.mu-ut-ba-á, m.mu-ut-ba-á, m.mu-ut-ba-á, m.mu-ut-ba-á
752,255:008, LUGAL EN-li $a-pár a-na mu-hi-[i]a m.ha-a-ia, m.ha-a-ia, m.ha-a-ia, m.ha-a-ia, m.ha-a-ia, m.ha-a-ia, m.ha-a-i
753,255:015, m.[la-a]b-a-ia a-bi-ia, m.[la-a]b-a-ia, m.la-ab-a-ia, m.la-ab-a-ia, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
754,256:001, a-na m.ia-na-ha-me EN-ia, m.ia-na-ha-me, m.ia-na-ha-me, m.ia-na-ha-me, m.ia-na-ha-me, m.ia-na-ha-me, m.ia-na-ha-me
755,256:002, qí-bí-ma um-ma m.mu-ut-d.IM, m.mu-ut-d.IM, m.mu-ut-d.IM, m.mu-ut-d.IM, m.mu-ut-d.IM, m.mu-ut-d.IM, m.mu-ut-d.IM
756,256:005, i-na pa-ni-ka m.mu-ut-d.IßKUR-mì, m.mu-ut-d.IßKUR-mì, m.mu-ut-d.IŠKUR-mì, m.mu-ut-d.IŠKUR-mì, m.mu-ut-d.IŠKUR-mì, m.mu-ut-d.IŠKUR-mì, m.mu-ut-d.IŠKUR-mì
757,256:006, in-né-bi-it  m.a-ia-ab, m.a-ia-ab, m.a-ia-ab, m.a-ia-ab, m.a-ia-ab, m.a-ia-ab, m.a-ia-ab
758,256:013, m.a-ia-ab i-na URU pí-hi-lì, m.a-ia-ab, m.a-ia-ab, m.a-ia-ab, m.a-ia-ab, m.a-ia-ab, m.a-ia-ab
759,256:015, al-lu-ú m.bé-in4-i15-lí-ma, m.bé-in4-i15-lí-ma, m.bé-in4-i15-lí-ma, m.bé-in4-i15-lí-ma, m.bé-in4-i15-lí-ma, m.bé-in4-i15-lí-ma, m.bé-in4-i15-lí-ma
760,256:017, [m.]ta-du-a $a-al, [m.]ta-du-a, m.ta-du-a, m.ta-du-a, m.ta-du-a, m.ta-du-a, m.ta-du-a
761,256:018, [a]l-lu-ú m.ya-$u-ia, m.ya-$u-ia, m.ya-šu-ia, m.ya-šu-ia, m.ya-šu-ia, m.ya-šu-ia, m.ya-šu-ia
762,256:020, É $a m.DI.d.AMAR.UTU, m.DI.d.AMAR.UTU, m.DI.d.AMAR.UTU, m.DI.d.AMAR.UTU, m.DI.d.AMAR.UTU, m.DI.d.AMAR.UTU, m.DI.d.AMAR.UTU
763,257:003, [um-m]a m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir
764,257:017, ù li-di m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
765,258:002, um-ma m.d.IM-me-hír, m.d.IM-me-hír, m.d.IM-me-hír, m.d.IM-me-hír, m.d.IM-me-hír, m.d.IM-me-hír, m.d.IM-me-hír
766,259:002, um-[m]a m.[d.IM-mi-h]i-i[r], m.[d.IM-mi-h]i-i[r], m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir, m.d.IM-mi-hi-ir
767,260:002, m.ba-lu-mi-ir iq-bi, m.ba-lu-mi-ir, m.ba-lu-mi-ir, m.ba-lu-mi-ir, m.ba-lu-mi-ir, m.ba-lu-mi-ir, m.ba-lu-mi-ir
768,261:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
769,261:003, um-ma m.da-a$-ru, m.da-a$-ru, m.da-aš-ru, m.da-aš-ru, m.da-aš-ru, m.da-aš-ru, m.da-aš-ru
770,262:003, um-ma m.da-a$-ru, m.da-a$-ru, m.da-aš-ru, m.da-aš-ru, m.da-aš-ru, m.da-aš-ru, m.da-aš-ru
771,263:021, i-na qa-ti m.p[a]-wu-ra, m.p[a]-wu-ra, m.pa-wu-ra, m.pa-wu-ra, m.pa-wu-ra, m.pa-wu-ra, m.pa-wu-ra
772,263:033, [i-n]a m.ta-a-gi, m.ta-a-gi, m.ta-a-gi, m.ta-a-gi, m.ta-a-gi, m.ta-a-gi, m.ta-a-gi
773,263:034, [ù} i-na m.la-ab-a-y[a], m.la-ab-a-y[a], m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
774,264:001, a-na m.LUGAL-ri EN-i[a], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
775,264:002, um-ma m.ta-gi ÌR-k[a    ], m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi
776,264:003, a-na GÌR.MEß m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
777,264:005, a-mur-me a-na-ku ÌR $a m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
778,264:010, KASKAL.HÁ-ia a-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
779,264:022, LÚ tap-pí-ia a-na m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
780,264:024, m.LUGAL-ru EN i-nu-ma ur-ru-du, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
781,264:025, m.LUGAL-ra ù i-na-ca-ru, m.LUGAL-ra, m.LUGAL-ra, m.LUGAL-ra, m.LUGAL-ma, m.LUGAL-ri, m.LUGAL-ri
782,265:001, a-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
783,265:002, um-ma m.ta-gi ÌR-ka, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi
784,265:003, a-na GÌR.MEß m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
785,265:006, p[a-n]i m.L[UGA]L-ri EN-ia, m.L[UGA]L-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
786,265:007, [ù u]$-$i-ir m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
787,265:009, i-na qa-at m.ta-ah-ma-ia, m.ta-ah-ma-ia, m.ta-ah-ma-ia, m.ta-ah-ma-ia, m.ta-ah-ma-ia, m.ta-ah-ma-ia, m.ta-ah-ma-ia
788,265:011, [m.t]a-ah-ma-ya, [m.t]a-ah-ma-ya, m.ta-ah-ma-ya, m.ta-ah-ma-ya, m.ta-ah-ma-ia, m.ta-ah-ma-ia, m.ta-ah-ma-ia
789,265:015, [m.LUGA]L EN-ia, [m.LUGA]L, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
790,266:001, [a-na] m.LUGAL E[N-ia], m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
791,266:004, um-ma m.ta-a-g[i ÌR-ka], m.ta-a-g[i, m.ta-a-gi, m.ta-a-gi, m.ta-a-gi, m.ta-a-gi, m.ta-a-gi
792,267:004, um-ma m.mil-ki-li ÌR-ka-ma, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
793,268:001, [a-na m.]LUG{AL} [E]N-ia DING[IR.MEß-i]a, m.]LUG{AL}, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
794,268:003, [um-]ma m.mil-ki-li ÌR-ka [-?], m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
795,268:017, [qa-a]t m.ha-y{a}[ _ ?], m.ha-y{a}[, m.ha-ya, m.ha-ya, m.ha-ya, m.ha-ya, m.ha-ya
796,269:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
797,269:004, um-ma m.mil-ki-li ÌR-ka, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
798,270:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
799,270:004, um-ma m.mil-ki-li ÌR-ka, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
800,270:011, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
801,271:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
802,271:004, um-ma m.mil-ki-li ÌR-ka, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
803,271:012, ù UGU m.$u-wa-ar-da-ta, m.$u-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
804,271:025, m.{ia}-a[n-]ha-ma ÌR-$u, m.{ia}-a[n-]ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
805,272:001, [a]-na m.LUG[AL EN-ia DINGIR-ia], m.LUG[AL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
806,272:002, [um-m]a  m.$[u]m x [x x LÚ?] / m.x-na??-x-ha? [LÚ?], m.$[u]m, m.šum, m.šum, m.šum, m.šum, m.šum
807,272:002, [um-m]a  m.$[u]m x [x x LÚ?] / m.x-na??-x-ha? [LÚ?], m.x-na, m.x-na, m.x-na, m.x-na, m.x-na, m.x-na
808,273:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
809,273:004, um-ma f.NIN.UR.MAH.MEß, f.NIN.UR.MAH.MEß, f.NIN.UR.MAH.MEŠ, f.NIN.UR.MAH.MEŠ, f.NIN.UR.MAH.MEŠ, f.NIN.UR.MAH.MEŠ, f.NIN.UR.MAH.MEŠ
810,273:024, m.mil-ki-li ù, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
811,274:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
812,274:004, um-ma f.NI[N]-U[R]. MAH.MEß, f.NI[N]-U[R]., f.NIN-UR., f.NIN-UR., f.NIN-UR., f.NIN-UR., f.NIN-UR.
813,275:004, um-ma m.ia-[a]h-zi-ba-da, m.ia-[a]h-zi-ba-da, m.ia-ah-zi-ba-da, m.ia-ah-zi-ba-da, m.ia-ah-zi-ba-da, m.ia-ah-zi-ba-da, m.ia-ah-zi-ba-da
814,276:004, um-ma m.[i]a-a[h-zi-ba-da], m.[i]a-a[h-zi-ba-da], m.ia-ah-zi-ba-da, m.ia-ah-zi-ba-da, m.ia-ah-zi-ba-da, m.ia-ah-zi-ba-da, m.ia-ah-zi-ba-da
815,277:003, [um-ma m., m., m., m., m., m., m.
816,278:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
817,278:004, um-ma m.$u-wa-ar-da-ta, m.$u-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
818,279:004, [u]{m}-{ma} m.$u-wa-ar-da-ta, m.$u-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
819,280:001, a-n[a m.]LUGAL EN-ia, m.]LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
820,280:004, um[-ma m.]$u-wa-ar-da-ta, m.]$u-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
821,280:017, i$-tap-pár m.ÌR-he-{ba}, m.ÌR-he-{ba}, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba
822,280:023, URU.KI-ia m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba
823,280:030, $a-ni-ta5 m.la-ab-a-yu, m.la-ab-a-yu, m.la-ab-a-yu, m.la-ab-a-yu, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
824,280:033, a-nu-ma m.la-ab-a-yu, m.la-ab-a-yu, m.la-ab-a-yu, m.la-ab-a-yu, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
825,280:034, ${a-nu} m.ÌR-he-ba ù, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba
826,281:005, [u]m-ma m.{$}u-w[a-a]{r}-[da-t]a ÌR-ka-ma, m.{$}u-w[a-a]{r}-[da-t]a, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
827,281:012, m.LUGAL-ri {E}N-{i}a [ÉR]IN.MEß pí-µá-ta, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
828,281:019, [m.]{LUGAL}-ri EN-[ia], [m.]{LUGAL}-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
829,281:022, [m.]{LU}GAL {yi}-[de x n]u-KÚR.M[Eß], [m.]{LU}GAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
830,281:024, [y]{i}-pu-$u [ar-na] a-na m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
831,281:031, m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
