Column,reference,text,name,normalized,cluster_key_collision,cluster_levenshtein,cluster_levenshtein_radius2,cluster_levenshtein_block5
177,105:085, [ßE.I]M a-na a-ka-li-$u-nu m.ia-pa-d.IßKUR la-a ia-di-nu GIß.MÁ.MEß-ia, m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
178,105:088, ia-aq-bu a[-nu-ma m.r]i-ib[-d.IßKUR l]a[-q]a-[$]u k[i-na-]na [U]G[U]-i[a], m.r]i-ib[-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
179,106:001, m.ri-ib-d.IßKUR iq-bi a-[na BE-$u], m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
180,106:014, yi-i$-tap-ru m.ri-ib-d.IßKUR ki-na-an-na-ma, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
181,106:019, k[i]-m[a] m.ia-pa-ah-d.IßKUR ù ú-ul ki[-ma], m.ia-pa-ah-d.IßKUR, m.ia-pa-ah-d.IŠKUR, m.ia-pa-ah-d.IŠKUR, m.ia-pa-ah-d.IŠKUR, m.ia-pa-ah-d.IŠKUR, m.ia-pa-ah-d.IŠKUR
182,106:020, m.[zi-i]m-re-da gáb-bi ßEß.MEß pa-t[a-ru], m.[zi-i]m-re-da, m.zi-im-re-da, m.zi-im-re-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
183,106:031, m.ri-ib-d.IßKUR DÚB-pa a-na ma-har be-li-$[u], m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
184,106:036, ù lu-wa-$i-ra m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
185,106:037, i-na LÚ.MAßKÍM-$i m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
186,107:001, [m.]ri-ib-d.IßKUR [i]q-b[i], [m.]ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
187,107:014, yi-zi-iz m.ih(!)-ri-pí-[µ]á, m.ih, m.ih, m.ih, m.ih, m.ih, m.ih
188,107:016, ù li-qé m.ha-ib, m.ha-ib, m.ha-ib, m.ha-ib, m.ha-ib, m.ha-ib, m.ha-ib
189,107:026, a-nu-ma m.a-zi-ru DUMU, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
190,107:027, m.ÌR-a-$i-ir-ta qa-du, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
191,108:001, m.ri-ib-d.IßKUR i$-ta-pár, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
192,108:002, a-na m.EN-$u LUGAL KUR.KUR.MEß.KI, m.EN-$u, m.EN-šu, m.EN-šu, m.EN-šu, m.EN-šu, m.EN-šu
193,108:012, m.ÌR-a-$i-ir-ta ki-ma, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
194,108:033, [m.]ÌR-a-$i-ir-ta a-na $[a-$u], [m.]ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
195,109:001, [m.r]i-ib-d.IßKUR [iq-bi] a-na EN-$u, [m.r]i-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
196,109:037, i-de m.ia-an-ha-mu LÚ [, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
197,109:047, [ù] an-nu-ú DUMU.MEß m.ÌR-a-$i-i[r-ta], m.ÌR-a-$i-i[r-ta], m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
198,109:059, it-ti DUMU.MEß m.ÌR-a-$i-ir-ta, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
199,109:062, [i-n]u-ma m.ha[-ia ù m.a]-ma-an-ap-[pa], m.ha[-ia, m.ha-ia, m.ha-ia, m.ha-ia, m.ha-ia, m.ha-ia
200,109:062, [i-n]u-ma m.ha[-ia ù m.a]-ma-an-ap-[pa], m.a]-ma-an-ap-[pa], m.a-ma-an-ap-pa, m.a-ma-an-ap-pa, m.a-ma-an-ap-pa, m.a-ma-an-ap-pa, m.a-ma-an-ap-pa
201,110:002, [qí-bí-ma ]um-ma m.ri[-ib-d.IßKUR], m.ri[-ib-d.IßKUR], m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
202,110:008, [DUMU.MEß m.ÌR-a-$i-]ir-ta [ki-ma], m.ÌR-a-$i-]ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
203,110:034, [x x x  m.a-[zi-ru], m.a-[zi-ru], m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
204,110:044, [x x x x m.a-zi-r[u], m.a-zi-r[u], m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
205,110:047, [x x x x n]i $i m._ _, m._, m._, m., m., m., m.
206,111:003, [um-ma m.r]i-[ib-d.IßKUR ÌR-ka-ma], m.r]i-[ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
207,112:001, [m.]ri-ib-[d.IßKUR i$-ta-par], [m.]ri-ib-[d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
208,112:042, $u-ri-ib-mi m.ha-ia a-na, m.ha-ia, m.ha-ia, m.ha-ia, m.ha-ia, m.ha-ia, m.ha-ia
209,112:048, m.ha-ia $a-al-$u a-di, m.ha-ia, m.ha-ia, m.ha-ia, m.ha-ia, m.ha-ia, m.ha-ia
210,113:008, m.ia-pa-d.IßKUR i-t[e9-p]u-[u$], m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
211,113:012, m.ia-pa-d.IßKUR i-nu-ma ya-a[$-ku-nu]/yu-l[a-mi-nu], m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
212,113:024, [i$-t]u m.ri-ib-d.IßKUR, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
213,113:036, m.a-ma-an-ma-$a qí-ba[-mi a-na], m.a-ma-an-ma-$a, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša
214,113:043, [LUGA]L-ru a-na m.a-[m]a-[an-ma-$a], m.a-[m]a-[an-ma-$a], m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša
215,113:047, ù m.ia-pa-d.IßKUR [, m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
216,114:001, [m.ri-ib-d.IßKUR i$-ta-par] a-na EN[-$u], [m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
217,114:007, i-nu-ma NU.KÚR m.a-zi-ru {it}-ia, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
218,114:016, NU.KÚR m.ia-pa-d.IßKUR it-ti m.a-zi-ri, m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
219,114:016, NU.KÚR m.ia-pa-d.IßKUR it-ti m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
220,114:051, al-lu m.a-ma-an-ma-$a $a-nu, m.a-ma-an-ma-$a, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša, m.a-ma-an-ma-ša
221,114:059, m.ia-pa-d.IßKUR a-la-kam a-[na], m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
222,114:069,      al-lu m.ia-pa-d.IßKUR it-ti m.a-zi-r[i], m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
223,114:069,      al-lu m.ia-pa-d.IßKUR it-ti m.a-zi-r[i], m.a-zi-r[i], m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
224,115:015, [         -]ah-$u m.a-z[i-ru], m.a-z[i-ru], m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
225,116:001, [m.ri-ib-d.IßKU]R i$-ta-par a-n[a], [m.ri-ib-d.IßKU]R, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
226,116:012, ù ca-ab-tu-$e DUMU.MEß m.ÌR-a-$i-ir[-t]a, m.ÌR-a-$i-ir[-t]a, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
227,116:025, ù m.ia[-pa-]d.IßKUR ki-na-na-ma, m.ia[-pa-]d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
228,116:040, it-ti-ia ù [m.ia-pa-]d.I[ß]KU[R], [m.ia-pa-]d.I[ß]KU[R], m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
229,116:050, pa-a$-ha-ti al-lu-ú m.a-zi-ru ù, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
230,116:051, m.ia-pa-d.IßKUR la-qú a-wa-ta [b]e-ri-$u-nu, m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
231,116:068, DUMU.MEß m.ÌR-a-$i-ir-ta ù, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
232,116:073, pí-µá-ti m.ia-an-ha-<mu> qa-du, m.ia-an-ha-<mu>, m.ia-an-ha-<mu>, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
233,117:001, [m.]ri-ib-d.IßKUR [i$-ta-par a-na EN-$u], [m.]ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
234,117:023, i-nu-ma yi-la-[ak] m.a-ma-an-ap-pa, m.a-ma-an-ap-pa, m.a-ma-an-ap-pa, m.a-ma-an-ap-pa, m.a-ma-an-ap-pa, m.a-ma-an-ap-pa, m.a-ma-an-ap-pa
235,117:027, ra-ba ú-ul la-qí m.ÌR-a-$i-ir-ta, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
236,117:033, a-di yu-ú-ul-qú m.a-za-ru ki-ma a[-bi-$]u, m.a-za-ru, m.a-za-ru, m.a-za-ru, m.a-za-ru, m.a-za-ru, m.a-za-ru
237,117:036, m.ÌR-a-$i-ir-ta ÌR UR.GI7 [ù la-]qú, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
238,117:039, m.a-zi-ri ú-ul yi-te-r[u-bu], m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
239,117:061, m.ia-an-ha-mì ù a-na m.pí-hu-ra, m.ia-an-ha-mì, m.ia-an-ha-mì, m.ia-an-ha-mi, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
240,117:061, m.ia-an-ha-mì ù a-na m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra
241,117:065, it-t[i m.]ia-pa-d.IßKUR ù it-ti m.ha (!), m.]ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
242,117:065, it-t[i m.]ia-pa-d.IßKUR ù it-ti m.ha (!), m.ha, m.ha, m.ha, m.ha, m.ha, m.ha
243,118:001, a-na m.LUGAL-ri  EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
244,118:003, um-ma m.ri-ib-d.IßKUR ÌR-ka-ma, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
245,118:026, [m.]ÌR-a-$i-ir-ta ù, [m.]ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
246,118:029, DUMU.MEß m.ÌR-a-$i-ir-ta NU.KÚR, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
247,118:049, ù UGU m.ia-an-ha-mì, m.ia-an-ha-mì, m.ia-an-ha-mì, m.ia-an-ha-mi, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
248,118:055, [i]a-nu ÌR ki-ma m.ia-an-ha-mi, m.ia-an-ha-mi, m.ia-an-ha-mi, m.ia-an-ha-mi, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
249,119:001, [m.]ri-ib-d.IßKUR [i]$-[ta-par], [m.]ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
250,119:019, pa-ni LUGAL-ri m.ri-ib-d.IßKUR, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
251,119:034, [m.r]i-ib-d.IßKUR i-n[a ], [m.r]i-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
252,119:057, $a it-ti m.ia-pa-d.IßKUR, m.ia-pa-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
253,120:002, [m.ia-pa]-d.IßKUR 12  $a-l[u], [m.ia-pa]-d.IßKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR, m.ia-pa-d.IŠKUR
254,120:031, it-ta-$u m.ab[di-]d.I[ßKUR ù], m.ab[di-]d.I[ßKUR, m.abdi-d.IŠKUR, m.abdi-d.IŠKUR, m.abdi-d.IŠKUR, m.abdi-d.IŠKUR, m.abdi-d.IŠKUR
255,120:032, m.BEN-a-zi-mi u[$]-$i-i[r ], m.BEN-a-zi-mi, m.BEN-a-zi-mi, m.BEN-a-zi-mi, m.BEN-a-zi-mi, m.BEN-a-zi-mi, m.BEN-a-zi-mi
256,121:001, [m.]ri-ib-d.IßKUR i[$-tap-p]ár a-[na], [m.]ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
257,121:020, [m.ÌR-]a-$i-ir-ta a-na, [m.ÌR-]a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
258,121:023, [it-t]i m.ri-ib-d.IßKUR, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
259,122:001, [m.]ri-ib-d.IßKUR i$-táp-p[ar], [m.]ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
260,122:031, a-na ia-$i ù m.pa-hu-ra, m.pa-hu-ra, m.pa-hu-ra, m.pa-hu-ra, m.pa-hu-ra, m.pa-hu-ra, m.pa-hu-ra
261,123:001, m.ri-ib-d.IßKUR i$-ta-pár, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
262,123:013, [u]$-$i-ir m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra
263,123:034, m.pí-hu-ra u$-$[i-]ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra
264,123:036, m.ÌR-i-ra-ma, m.ÌR-i-ra-ma, m.ÌR-i-ra-ma, m.ÌR-i-ra-ma, m.ÌR-i-ra-ma, m.ÌR-i-ra-ma, m.ÌR-i-ra-ma
265,123:037, m.SUM-d.IßKUR m.ÌR-LUGAL, m.SUM-d.IßKUR, m.SUM-d.IŠKUR, m.SUM-d.IŠKUR, m.SUM-d.IŠKUR, m.SUM-d.IŠKUR, m.SUM-d.IŠKUR
266,123:037, m.SUM-d.IßKUR m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL
267,123:038, [m]i-nu m.DUMU.MEß m.ÌR-a-$i-ir-ta, m.DUMU.MEß, m.DUMU.MEŠ, m.DUMU.MEŠ, m.DUMU.MEŠ, m.DUMU.MEŠ, m.DUMU.MEŠ
268,123:038, [m]i-nu m.DUMU.MEß m.ÌR-a-$i-ir-ta, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
269,124:002, [um-m]a m.ri-ib-d.IßKUR Ì[R-ka-ma], m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
270,124:006, [7-]ta-an am-qú-ut m.ri-i[b-d.IßKUR], m.ri-i[b-d.IßKUR], m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
271,124:008, [m.]a-zi-ru ka-li URU.MEß-n[i-ia], [m.]a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
272,124:018, URU.MEß m.ri-i[b-d.I]ßK[UR ù], m.ri-i[b-d.I]ßK[UR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
273,124:040, [URU].MEß-ni-ia la-qa m.a-z[i-ru], m.a-z[i-ru], m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
274,124:043, di-[ik-ti/ka-at m.ÌR-a-]$i-ir-ta [ù], m.ÌR-a-]$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
275,124:044, m.pa-w[a-ra i-na]-na y[i-qa-bu], m.pa-w[a-ra, m.pa-wa-ra, m.pa-wa-ra, m.pa-wa-ra, m.pa-wa-ra, m.pa-wa-ra
276,125:002, um-ma m.ri-ib-d.IßKU[R] Ì[R-ka-ma], m.ri-ib-d.IßKU[R], m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
277,125:020, i$-ta-ha-aµ-ni m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
278,125:024, m.a-zi-ru gáb-ba, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
279,125:037, a-na-ku URU.MEß-ia a-na m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
280,125:041, m.DUMU.MEß m.ÌR-a-$i-ir-t[a], m.DUMU.MEß, m.DUMU.MEŠ, m.DUMU.MEŠ, m.DUMU.MEŠ, m.DUMU.MEŠ, m.DUMU.MEŠ
281,125:041, m.DUMU.MEß m.ÌR-a-$i-ir-t[a], m.ÌR-a-$i-ir-t[a], m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
282,126:001, m.ri-ib-id-di qí-bí-[ma], m.ri-ib-id-di, m.ri-ib-id-di, m.ri-ib-id-di, m.ri-ib-id-di, m.ri-ib-id-di, m.ri-ib-ad-di
283,126:009, i-nu-ma nu-kúr-tu4 m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
284,126:036, DUMU m.ÌR-a[-$i-ir-ti EN]-$u-nu, m.ÌR-a[-$i-ir-ti, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
285,126:065,  ù $u-a-ti ta-di-nu-ni DUMU.MEß m.ÌR-a-$i-ir-ti, m.ÌR-a-$i-ir-ti, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
286,127:007, [ù m.ha-ib na-da]-a[n UR]U cu-mu-ur, m.ha-ib, m.ha-ib, m.ha-ib, m.ha-ib, m.ha-ib, m.ha-ib
287,127:012, [_ _ _ m.ya-ab-n]i-d.IßKUR uc-cí, m.ya-ab-n]i-d.IßKUR, m.ya-ab-ni-d.IŠKUR, m.ya-ab-ni-d.IŠKUR, m.ya-ab-ni-d.IŠKUR, m.ya-ab-ni-d.IŠKUR, m.ya-ab-ni-d.IŠKUR
288,127:023, [ù al-]lu-mi m.ia-an-ha-m[u], m.ia-an-ha-m[u], m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
289,127:031, ki-ma pa-na-nu-um i-te9-lu m.ÌR-a$-[r]a-tu4, m.ÌR-a$-[r]a-tu4, m.ÌR-aš-ra-tu4, m.ÌR-aš-ra-tu4, m.ÌR-aš-ra-tu4, m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti
290,128:010, [_ _ _] m.a-z[i-ru, m.a-z[i-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
